date,max_temp_f,min_temp_f,precip_in,snow_in,snow_depth_in
2013-05-16,85,65,0.00,0.0,0
2013-05-17,86,68,0.00,0.0,0
2013-05-18,86,69,0.00,0.0,0
2013-05-19,87,72,0.04,0.0,0
2013-05-20,87,70,0.62,0.0,0
2013-05-21,87,69,0.00,0.0,0
2013-05-22,86,70,0.00,0.0,0
2013-05-23,84,73,0.00,0.0,0
2013-05-24,88,74,0.00,0.0,0
2013-05-25,92,70,0.00,0.0,0
2013-05-26,90,68,0.00,0.0,0
2013-05-27,87,68,0.52,0.0,0
2013-05-28,87,73,T,0.0,0
2013-05-29,82,72,0.07,0.0,0
2013-05-30,88,71,0.40,0.0,0
2013-05-31,86,73,0.42,0.0,0
2013-06-01,87,74,0.05,0.0,0
2013-06-02,88,73,0.00,0.0,0
2013-06-03,82,74,0.49,0.0,0
2013-06-04,82,72,0.50,0.0,0
2013-06-05,79,75,0.19,0.0,0
2013-06-06,84,73,0.42,0.0,0
2013-06-07,83,72,1.48,0.0,0
2013-06-08,89,77,0.03,0.0,0
2013-06-09,91,76,0.19,0.0,0
2013-06-10,90,76,T,0.0,0
2013-06-11,89,75,0.00,0.0,0
2013-06-12,90,73,0.01,0.0,0
2013-06-13,87,72,0.00,0.0,0
2013-06-14,86,75,0.00,0.0,0
2013-06-15,87,76,0.00,0.0,0
2013-06-16,91,77,0.01,0.0,0
2013-06-17,92,76,0.14,0.0,0
2013-06-18,91,76,0.40,0.0,0
2013-06-19,89,74,0.02,0.0,0
2013-06-20,90,72,1.74,0.0,0
2013-06-21,89,73,0.00,0.0,0
2013-06-22,91,74,0.01,0.0,0
2013-06-23,90,74,T,0.0,0
2013-06-24,91,74,0.84,0.0,0
2013-06-25,92,73,1.33,0.0,0
2013-06-26,88,74,0.22,0.0,0
2013-06-27,88,73,T,0.0,0
2013-06-28,89,75,0.00,0.0,0
2013-06-29,89,77,0.00,0.0,0
2013-06-30,89,74,0.69,0.0,0
2013-07-01,87,72,2.24,0.0,0
2013-07-02,88,74,0.17,0.0,0
2013-07-03,88,74,0.08,0.0,0
2013-07-04,89,73,0.20,0.0,0
2013-07-05,88,73,0.83,0.0,0
2013-07-06,91,75,0.00,0.0,0
2013-07-07,91,76,0.04,0.0,0
2013-07-08,92,75,0.00,0.0,0
2013-07-09,89,75,0.01,0.0,0
2013-07-10,86,74,T,0.0,0
2013-07-11,88,74,0.07,0.0,0
2013-07-12,88,75,0.00,0.0,0
2013-07-13,89,75,0.71,0.0,0
2013-07-14,85,73,3.41,0.0,0
2013-07-15,89,73,0.15,0.0,0
2013-07-16,87,74,T,0.0,0
2013-07-17,87,74,0.04,0.0,0
2013-07-18,81,72,0.46,0.0,0
2013-07-19,91,72,T,0.0,0
2013-07-20,91,76,T,0.0,0
2013-07-21,88,77,0.00,0.0,0
2013-07-22,89,76,0.00,0.0,0
2013-07-23,89,78,0.00,0.0,0
2013-07-24,88,79,0.00,0.0,0
2013-07-25,93,76,0.00,0.0,0
2013-07-26,89,74,0.04,0.0,0
2013-07-27,89,76,0.33,0.0,0
2013-07-28,90,78,0.00,0.0,0
2013-07-29,92,76,T,0.0,0
2013-07-30,94,75,0.27,0.0,0
2013-07-31,93,75,0.01,0.0,0
2013-08-01,90,75,0.01,0.0,0
2013-08-02,89,75,0.00,0.0,0
2013-08-03,87,78,T,0.0,0
2013-08-04,89,76,0.05,0.0,0
2013-08-05,90,81,0.00,0.0,0
2013-08-06,91,79,T,0.0,0
2013-08-07,91,77,0.05,0.0,0
2013-08-08,93,76,0.30,0.0,0
2013-08-09,90,75,0.09,0.0,0
2013-08-10,94,74,0.00,0.0,0
2013-08-11,95,77,0.00,0.0,0
2013-08-12,94,75,0.00,0.0,0
2013-08-13,91,77,0.47,0.0,0
2013-08-14,90,74,0.04,0.0,0
2013-08-15,85,75,0.04,0.0,0
2013-08-16,94,75,0.35,0.0,0
2013-08-17,93,77,0.12,0.0,0
2013-08-18,93,77,1.24,0.0,0
2013-08-19,93,72,1.50,0.0,0
2013-08-20,90,74,0.14,0.0,0
2013-08-21,92,77,0.75,0.0,0
2013-08-22,92,76,0.27,0.0,0
2013-08-23,90,75,1.39,0.0,0
2013-08-24,92,76,0.00,0.0,0
2013-08-25,90,76,T,0.0,0
2013-08-26,89,73,0.74,0.0,0
2013-08-27,88,72,0.22,0.0,0
2013-08-28,86,74,0.08,0.0,0
2013-08-29,87,74,0.00,0.0,0
2013-08-30,89,75,0.00,0.0,0
2013-08-31,89,75,0.00,0.0,0
2013-09-01,90,76,0.01,0.0,0
2013-09-02,88,75,0.28,0.0,0
2013-09-03,91,74,0.01,0.0,0
2013-09-04,89,76,0.26,0.0,0
2013-09-05,93,76,0.48,0.0,0
2013-09-06,93,71,2.57,0.0,0
2013-09-07,88,74,0.33,0.0,0
2013-09-08,88,73,0.01,0.0,0
2013-09-09,91,74,T,0.0,0
2013-09-10,92,75,T,0.0,0
2013-09-11,87,74,1.77,0.0,0
2013-09-12,86,75,0.02,0.0,0
2013-09-13,88,73,0.00,0.0,0
2013-09-14,90,76,0.00,0.0,0
2013-09-15,90,74,0.97,0.0,0
2013-09-16,89,75,0.22,0.0,0
2013-09-17,88,74,2.19,0.0,0
2013-09-18,90,73,0.79,0.0,0
2013-09-19,90,72,0.01,0.0,0
2013-09-20,90,74,0.00,0.0,0
2013-09-21,88,72,0.00,0.0,0
2013-09-22,88,75,0.00,0.0,0
2013-09-23,87,76,0.13,0.0,0
2013-09-24,88,74,0.13,0.0,0
2013-09-25,85,75,0.27,0.0,0
2013-09-26,87,79,0.38,0.0,0
2013-09-27,87,74,0.00,0.0,0
2013-09-28,91,73,0.00,0.0,0
2013-09-29,88,72,T,0.0,0
2013-09-30,89,72,0.14,0.0,0
2013-10-01,90,73,0.05,0.0,0
2013-10-02,90,74,0.03,0.0,0
2013-10-03,89,74,1.03,0.0,0
2013-10-04,90,74,0.00,0.0,0
2013-10-05,89,73,0.00,0.0,0
2013-10-06,86,72,0.00,0.0,0
2013-10-07,88,75,0.13,0.0,0
2013-10-08,85,75,0.00,0.0,0
2013-10-09,87,74,0.00,0.0,0
2013-10-10,88,70,0.00,0.0,0
2013-10-11,90,69,0.00,0.0,0
2013-10-12,86,69,0.00,0.0,0
2013-10-13,87,71,0.00,0.0,0
2013-10-14,88,69,0.00,0.0,0
2013-10-15,88,70,0.00,0.0,0
2013-10-16,86,70,0.00,0.0,0
2013-10-17,87,71,0.00,0.0,0
2013-10-18,88,73,0.00,0.0,0
2013-10-19,88,73,0.00,0.0,0
2013-10-20,87,76,0.00,0.0,0
2013-10-21,88,75,0.00,0.0,0
2013-10-22,88,74,0.00,0.0,0
2013-10-23,87,73,T,0.0,0
2013-10-24,76,68,0.00,0.0,0
2013-10-25,84,65,0.00,0.0,0
2013-10-26,86,65,0.00,0.0,0
2013-10-27,85,63,0.00,0.0,0
2013-10-28,87,65,0.00,0.0,0
2013-10-29,89,67,0.00,0.0,0
2013-10-30,88,68,0.00,0.0,0
2013-10-31,88,67,0.00,0.0,0
2013-11-01,84,68,0.00,0.0,0
2013-11-02,84,70,0.00,0.0,0
2013-11-03,82,66,0.00,0.0,0
2013-11-04,83,64,T,0.0,0
2013-11-05,86,69,T,0.0,0
2013-11-06,89,72,0.00,0.0,0
2013-11-07,85,69,0.00,0.0,0
2013-11-08,86,68,0.00,0.0,0
2013-11-09,83,70,T,0.0,0
2013-11-10,86,72,0.00,0.0,0
2013-11-11,88,68,0.00,0.0,0
2013-11-12,85,68,T,0.0,0
2013-11-13,75,62,0.00,0.0,0
2013-11-14,80,60,0.00,0.0,0
2013-11-15,83,66,0.00,0.0,0
2013-11-16,84,71,T,0.0,0
2013-11-17,87,69,0.00,0.0,0
2013-11-18,83,69,0.00,0.0,0
2013-11-19,82,70,0.00,0.0,0
2013-11-20,86,68,0.00,0.0,0
2013-11-21,84,71,T,0.0,0
2013-11-22,86,70,0.00,0.0,0
2013-11-23,86,68,0.10,0.0,0
2013-11-24,81,66,0.00,0.0,0
2013-11-25,81,65,0.00,0.0,0
2013-11-26,84,71,0.59,0.0,0
2013-11-27,76,57,0.09,0.0,0
2013-11-28,72,44,0.00,0.0,0
2013-11-29,79,56,0.00,0.0,0
2013-11-30,81,58,0.00,0.0,0
2013-12-01,77,62,0.00,0.0,0
2013-12-02,73,64,0.00,0.0,0
2013-12-03,80,61,0.00,0.0,0
2013-12-04,82,65,0.00,0.0,0
2013-12-05,84,64,0.00,0.0,0
2013-12-06,86,67,0.00,0.0,0
2013-12-07,85,64,0.00,0.0,0
2013-12-08,86,67,0.00,0.0,0
2013-12-09,86,68,0.00,0.0,0
2013-12-10,85,68,0.00,0.0,0
2013-12-11,86,67,T,0.0,0
2013-12-12,77,60,0.00,0.0,0
2013-12-13,81,56,0.00,0.0,0
2013-12-14,85,67,0.00,0.0,0
2013-12-15,77,68,0.09,0.0,0
2013-12-16,70,58,0.00,0.0,0
2013-12-17,79,52,0.00,0.0,0
2013-12-18,76,56,0.00,0.0,0
2013-12-19,80,54,0.00,0.0,0
2013-12-20,85,62,0.00,0.0,0
2013-12-21,85,69,0.00,0.0,0
2013-12-22,85,71,0.00,0.0,0
2013-12-23,84,70,0.00,0.0,0
2013-12-24,77,59,0.00,0.0,0
2013-12-25,82,58,0.00,0.0,0
2013-12-26,81,65,0.00,0.0,0
2013-12-27,84,66,0.00,0.0,0
2013-12-28,82,67,0.00,0.0,0
2013-12-29,77,71,0.23,0.0,0
2013-12-30,76,65,0.00,0.0,0
2013-12-31,78,64,0.00,0.0,0
2014-01-01,85,64,0.00,0.0,0
2014-01-02,81,66,0.17,0.0,0
2014-01-03,70,49,0.00,0.0,0
2014-01-04,69,49,0.26,0.0,0
2014-01-05,81,66,0.00,0.0,0
2014-01-06,77,52,0.00,0.0,0
2014-01-07,59,46,0.00,0.0,0
2014-01-08,67,47,0.01,0.0,0
2014-01-09,79,64,T,0.0,0
2014-01-10,83,69,T,0.0,0
2014-01-11,82,69,0.00,0.0,0
2014-01-12,80,59,0.01,0.0,0
2014-01-13,82,56,0.00,0.0,0
2014-01-14,79,68,T,0.0,0
2014-01-15,69,59,T,0.0,0
2014-01-16,63,45,0.05,0.0,0
2014-01-17,64,39,0.00,0.0,0
2014-01-18,65,47,0.00,0.0,0
2014-01-19,67,38,0.00,0.0,0
2014-01-20,73,56,0.00,0.0,0
2014-01-21,70,64,0.04,0.0,0
2014-01-22,66,48,0.00,0.0,0
2014-01-23,71,38,0.00,0.0,0
2014-01-24,69,49,0.00,0.0,0
2014-01-25,72,48,0.00,0.0,0
2014-01-26,73,53,0.00,0.0,0
2014-01-27,79,57,0.00,0.0,0
2014-01-28,80,61,0.00,0.0,0
2014-01-29,71,54,0.02,0.0,0
2014-01-30,61,55,1.53,0.0,0
2014-01-31,81,59,0.30,0.0,0
2014-02-01,85,68,0.00,0.0,0
2014-02-02,85,66,0.00,0.0,0
2014-02-03,83,66,0.00,0.0,0
2014-02-04,87,68,0.00,0.0,0
2014-02-05,83,71,0.00,0.0,0
2014-02-06,81,70,0.00,0.0,0
2014-02-07,83,60,T,0.0,0
2014-02-08,81,67,0.00,0.0,0
2014-02-09,78,62,0.00,0.0,0
2014-02-10,79,59,0.00,0.0,0
2014-02-11,78,60,0.00,0.0,0
2014-02-12,82,59,0.42,0.0,0
2014-02-13,71,56,0.13,0.0,0
2014-02-14,65,47,0.00,0.0,0
2014-02-15,74,54,0.00,0.0,0
2014-02-16,72,49,0.00,0.0,0
2014-02-17,80,51,0.00,0.0,0
2014-02-18,82,57,0.00,0.0,0
2014-02-19,82,58,0.00,0.0,0
2014-02-20,86,64,0.00,0.0,0
2014-02-21,84,70,0.00,0.0,0
2014-02-22,82,69,0.00,0.0,0
2014-02-23,83,68,0.00,0.0,0
2014-02-24,80,66,0.00,0.0,0
2014-02-25,77,66,0.00,0.0,0
2014-02-26,78,63,T,0.0,0
2014-02-27,73,60,0.01,0.0,0
2014-02-28,69,57,0.21,0.0,0
2014-03-01,76,51,0.00,0.0,0
2014-03-02,81,59,0.00,0.0,0
2014-03-03,81,61,0.00,0.0,0
2014-03-04,83,61,0.00,0.0,0
2014-03-05,82,65,0.00,0.0,0
2014-03-06,79,66,0.89,0.0,0
2014-03-07,74,62,0.00,0.0,0
2014-03-08,71,53,0.00,0.0,0
2014-03-09,76,55,0.00,0.0,0
2014-03-10,77,60,0.00,0.0,0
2014-03-11,81,60,0.00,0.0,0
2014-03-12,82,70,T,0.0,0
2014-03-13,76,56,0.00,0.0,0
2014-03-14,80,50,0.00,0.0,0
2014-03-15,82,58,0.00,0.0,0
2014-03-16,83,61,0.00,0.0,0
2014-03-17,83,70,T,0.0,0
2014-03-18,77,63,0.09,0.0,0
2014-03-19,75,59,0.00,0.0,0
2014-03-20,74,61,0.00,0.0,0
2014-03-21,84,63,0.00,0.0,0
2014-03-22,78,64,0.00,0.0,0
2014-03-23,82,69,0.00,0.0,0
2014-03-24,75,66,0.09,0.0,0
2014-03-25,78,65,0.30,0.0,0
2014-03-26,70,53,0.00,0.0,0
2014-03-27,78,54,0.00,0.0,0
2014-03-28,85,61,0.00,0.0,0
2014-03-29,81,69,0.53,0.0,0
2014-03-30,74,59,0.00,0.0,0
2014-03-31,79,56,0.00,0.0,0
2014-04-01,83,58,0.00,0.0,0
2014-04-02,82,59,0.00,0.0,0
2014-04-03,83,61,0.00,0.0,0
2014-04-04,84,65,0.00,0.0,0
2014-04-05,83,66,0.00,0.0,0
2014-04-06,85,66,0.00,0.0,0
2014-04-07,88,70,0.00,0.0,0
2014-04-08,84,66,0.53,0.0,0
2014-04-09,75,62,0.00,0.0,0
2014-04-10,83,59,0.00,0.0,0
2014-04-11,85,60,0.00,0.0,0
2014-04-12,87,65,0.00,0.0,0
2014-04-13,87,65,0.00,0.0,0
2014-04-14,86,69,0.00,0.0,0
2014-04-15,86,71,0.00,0.0,0
2014-04-16,81,68,0.00,0.0,0
2014-04-17,90,69,0.66,0.0,0
2014-04-18,85,72,0.00,0.0,0
2014-04-19,78,69,0.54,0.0,0
2014-04-20,77,66,0.00,0.0,0
2014-04-21,75,60,0.00,0.0,0
2014-04-22,77,61,0.00,0.0,0
2014-04-23,78,64,0.00,0.0,0
2014-04-24,81,64,0.00,0.0,0
2014-04-25,84,66,0.00,0.0,0
2014-04-26,85,68,0.00,0.0,0
2014-04-27,89,69,0.00,0.0,0
2014-04-28,90,70,0.00,0.0,0
2014-04-29,91,74,0.00,0.0,0
2014-04-30,89,74,0.07,0.0,0
2014-05-01,89,73,0.00,0.0,0
2014-05-02,87,72,T,0.0,0
2014-05-03,84,72,0.10,0.0,0
2014-05-04,86,66,0.00,0.0,0
2014-05-05,90,61,0.00,0.0,0
2014-05-06,85,67,0.00,0.0,0
2014-05-07,90,67,0.00,0.0,0
2014-05-08,94,72,0.00,0.0,0
2014-05-09,93,71,0.00,0.0,0
2014-05-10,90,72,0.00,0.0,0
2014-05-11,91,73,0.00,0.0,0
2014-05-12,93,68,0.00,0.0,0
2014-05-13,94,74,0.00,0.0,0
2014-05-14,90,73,0.38,0.0,0
2014-05-15,87,75,0.02,0.0,0
2014-05-16,85,65,0.00,0.0,0
2014-05-17,87,63,0.00,0.0,0
2014-05-18,90,64,0.00,0.0,0
2014-05-19,91,65,0.00,0.0,0
2014-05-20,90,67,0.00,0.0,0
2014-05-21,91,65,0.00,0.0,0
2014-05-22,85,65,0.00,0.0,0
2014-05-23,87,71,0.00,0.0,0
2014-05-24,87,73,0.00,0.0,0
2014-05-25,88,75,0.00,0.0,0
2014-05-26,92,73,0.00,0.0,0
2014-05-27,91,71,0.00,0.0,0
2014-05-28,92,71,0.50,0.0,0
2014-05-29,90,73,0.23,0.0,0
2014-05-30,89,73,0.18,0.0,0
2014-05-31,89,72,0.56,0.0,0
2014-06-01,91,73,1.31,0.0,0
2014-06-02,84,75,0.25,0.0,0
2014-06-03,84,74,0.00,0.0,0
2014-06-04,88,70,0.00,0.0,0
2014-06-05,87,73,0.00,0.0,0
2014-06-06,89,74,0.00,0.0,0
2014-06-07,89,76,0.00,0.0,0
2014-06-08,88,76,0.00,0.0,0
2014-06-09,88,74,0.00,0.0,0
2014-06-10,88,75,0.00,0.0,0
2014-06-11,88,74,0.40,0.0,0
2014-06-12,89,73,0.09,0.0,0
2014-06-13,88,72,0.31,0.0,0
2014-06-14,90,73,T,0.0,0
2014-06-15,91,70,1.61,0.0,0
2014-06-16,93,72,0.47,0.0,0
2014-06-17,89,72,0.25,0.0,0
2014-06-18,87,71,0.47,0.0,0
2014-06-19,87,71,0.00,0.0,0
2014-06-20,88,74,T,0.0,0
2014-06-21,88,77,0.00,0.0,0
2014-06-22,88,81,0.00,0.0,0
2014-06-23,89,80,0.00,0.0,0
2014-06-24,91,77,0.00,0.0,0
2014-06-25,93,75,0.28,0.0,0
2014-06-26,95,74,0.11,0.0,0
2014-06-27,91,72,1.42,0.0,0
2014-06-28,93,72,0.36,0.0,0
2014-06-29,92,75,0.09,0.0,0
2014-06-30,92,76,0.76,0.0,0
2014-07-01,90,79,0.00,0.0,0
2014-07-02,90,79,T,0.0,0
2014-07-03,90,79,T,0.0,0
2014-07-04,90,78,0.00,0.0,0
2014-07-05,90,76,0.67,0.0,0
2014-07-06,89,75,0.00,0.0,0
2014-07-07,83,76,0.01,0.0,0
2014-07-08,90,75,0.26,0.0,0
2014-07-09,90,74,0.00,0.0,0
2014-07-10,89,73,0.30,0.0,0
2014-07-11,90,75,0.15,0.0,0
2014-07-12,89,75,0.44,0.0,0
2014-07-13,90,74,0.00,0.0,0
2014-07-14,89,75,T,0.0,0
2014-07-15,87,72,1.75,0.0,0
2014-07-16,90,76,0.60,0.0,0
2014-07-17,90,77,T,0.0,0
2014-07-18,90,77,0.00,0.0,0
2014-07-19,92,77,0.00,0.0,0
2014-07-20,92,77,T,0.0,0
2014-07-21,91,77,0.00,0.0,0
2014-07-22,86,75,0.51,0.0,0
2014-07-23,90,76,0.00,0.0,0
2014-07-24,90,78,0.71,0.0,0
2014-07-25,91,78,0.00,0.0,0
2014-07-26,89,78,T,0.0,0
2014-07-27,89,77,1.45,0.0,0
2014-07-28,91,77,0.00,0.0,0
2014-07-29,91,82,T,0.0,0
2014-07-30,90,79,0.10,0.0,0
2014-07-31,90,78,T,0.0,0
2014-08-01,91,75,0.34,0.0,0
2014-08-02,92,75,T,0.0,0
2014-08-03,90,77,0.30,0.0,0
2014-08-04,88,74,6.73,0.0,0
2014-08-05,90,77,T,0.0,0
2014-08-06,90,78,0.00,0.0,0
2014-08-07,90,80,0.40,0.0,0
2014-08-08,91,77,0.00,0.0,0
2014-08-09,90,77,0.00,0.0,0
2014-08-10,92,78,0.00,0.0,0
2014-08-11,91,78,0.00,0.0,0
2014-08-12,91,79,0.00,0.0,0
2014-08-13,91,78,0.50,0.0,0
2014-08-14,91,77,0.17,0.0,0
2014-08-15,91,74,0.73,0.0,0
2014-08-16,91,75,0.00,0.0,0
2014-08-17,93,76,0.08,0.0,0
2014-08-18,92,79,0.21,0.0,0
2014-08-19,92,79,0.00,0.0,0
2014-08-20,93,74,0.72,0.0,0
2014-08-21,94,75,0.91,0.0,0
2014-08-22,93,77,0.37,0.0,0
2014-08-23,92,77,0.43,0.0,0
2014-08-24,92,76,0.18,0.0,0
2014-08-25,94,78,0.40,0.0,0
2014-08-26,94,77,0.00,0.0,0
2014-08-27,93,72,0.00,0.0,0
2014-08-28,92,78,0.02,0.0,0
2014-08-29,94,76,0.25,0.0,0
2014-08-30,95,76,0.23,0.0,0
2014-08-31,95,76,0.92,0.0,0
2014-09-01,92,75,0.32,0.0,0
2014-09-02,91,74,0.02,0.0,0
2014-09-03,91,73,0.08,0.0,0
2014-09-04,89,75,0.00,0.0,0
2014-09-05,91,76,0.00,0.0,0
2014-09-06,93,74,T,0.0,0
2014-09-07,91,76,T,0.0,0
2014-09-08,91,74,0.14,0.0,0
2014-09-09,91,74,0.75,0.0,0
2014-09-10,90,74,0.37,0.0,0
2014-09-11,89,75,0.01,0.0,0
2014-09-12,86,76,1.73,0.0,0
2014-09-13,90,75,T,0.0,0
2014-09-14,85,74,0.11,0.0,0
2014-09-15,93,74,0.00,0.0,0
2014-09-16,91,77,0.00,0.0,0
2014-09-17,86,73,0.94,0.0,0
2014-09-18,87,75,0.77,0.0,0
2014-09-19,82,74,0.59,0.0,0
2014-09-20,86,75,0.21,0.0,0
2014-09-21,88,76,T,0.0,0
2014-09-22,88,75,T,0.0,0
2014-09-23,84,72,0.48,0.0,0
2014-09-24,89,74,T,0.0,0
2014-09-25,92,75,1.78,0.0,0
2014-09-26,90,75,0.73,0.0,0
2014-09-27,92,75,0.88,0.0,0
2014-09-28,90,75,0.07,0.0,0
2014-09-29,90,75,0.10,0.0,0
2014-09-30,89,76,0.00,0.0,0
2014-10-01,89,79,0.04,0.0,0
2014-10-02,89,78,0.00,0.0,0
2014-10-03,88,78,0.00,0.0,0
2014-10-04,87,73,T,0.0,0
2014-10-05,83,67,0.00,0.0,0
2014-10-06,88,66,0.00,0.0,0
2014-10-07,87,73,0.00,0.0,0
2014-10-08,89,73,0.00,0.0,0
2014-10-09,91,75,0.00,0.0,0
2014-10-10,91,73,0.00,0.0,0
2014-10-11,92,72,0.00,0.0,0
2014-10-12,93,72,0.45,0.0,0
2014-10-13,91,74,T,0.0,0
2014-10-14,89,76,0.07,0.0,0
2014-10-15,85,75,0.87,0.0,0
2014-10-16,83,67,0.00,0.0,0
2014-10-17,83,66,0.00,0.0,0
2014-10-18,82,63,0.00,0.0,0
2014-10-19,85,65,0.00,0.0,0
2014-10-20,88,67,0.00,0.0,0
2014-10-21,80,74,0.00,0.0,0
2014-10-22,83,73,0.00,0.0,0
2014-10-23,85,71,0.00,0.0,0
2014-10-24,87,69,0.00,0.0,0
2014-10-25,83,66,0.00,0.0,0
2014-10-26,83,64,0.00,0.0,0
2014-10-27,86,61,0.00,0.0,0
2014-10-28,88,66,0.00,0.0,0
2014-10-29,86,68,0.00,0.0,0
2014-10-30,84,68,0.00,0.0,0
2014-10-31,82,66,0.00,0.0,0
2014-11-01,76,56,0.00,0.0,0
2014-11-02,71,50,0.00,0.0,0
2014-11-03,79,51,0.00,0.0,0
2014-11-04,82,61,0.00,0.0,0
2014-11-05,83,65,0.00,0.0,0
2014-11-06,85,67,0.00,0.0,0
2014-11-07,81,63,0.00,0.0,0
2014-11-08,80,62,0.00,0.0,0
2014-11-09,69,61,0.38,0.0,0
2014-11-10,75,62,0.00,0.0,0
2014-11-11,74,58,0.00,0.0,0
2014-11-12,80,59,0.00,0.0,0
2014-11-13,81,59,0.00,0.0,0
2014-11-14,75,61,0.00,0.0,0
2014-11-15,77,54,0.00,0.0,0
2014-11-16,85,63,0.00,0.0,0
2014-11-17,83,69,0.23,0.0,0
2014-11-18,72,50,0.05,0.0,0
2014-11-19,63,49,T,0.0,0
2014-11-20,77,54,0.00,0.0,0
2014-11-21,71,61,T,0.0,0
2014-11-22,82,69,T,0.0,0
2014-11-23,85,71,0.00,0.0,0
2014-11-24,85,74,T,0.0,0
2014-11-25,85,77,0.00,0.0,0
2014-11-26,78,52,0.39,0.0,0
2014-11-27,73,48,0.00,0.0,0
2014-11-28,68,48,0.00,0.0,0
2014-11-29,77,50,0.00,0.0,0
2014-11-30,80,55,0.00,0.0,0
2014-12-01,84,62,0.00,0.0,0
2014-12-02,81,65,0.00,0.0,0
2014-12-03,83,64,0.00,0.0,0
2014-12-04,84,64,0.00,0.0,0
2014-12-05,82,67,0.04,0.0,0
2014-12-06,83,66,0.00,0.0,0
2014-12-07,75,65,0.00,0.0,0
2014-12-08,71,56,0.00,0.0,0
2014-12-09,65,55,T,0.0,0
2014-12-10,65,49,0.00,0.0,0
2014-12-11,68,48,0.00,0.0,0
2014-12-12,67,49,0.00,0.0,0
2014-12-13,71,49,0.00,0.0,0
2014-12-14,71,46,0.00,0.0,0
2014-12-15,73,47,0.00,0.0,0
2014-12-16,74,50,0.00,0.0,0
2014-12-17,75,51,0.00,0.0,0
2014-12-18,71,57,0.00,0.0,0
2014-12-19,77,51,0.00,0.0,0
2014-12-20,80,55,0.00,0.0,0
2014-12-21,80,61,0.00,0.0,0
2014-12-22,81,67,0.00,0.0,0
2014-12-23,83,66,0.00,0.0,0
2014-12-24,84,69,0.21,0.0,0
2014-12-25,74,64,0.00,0.0,0
2014-12-26,79,58,0.00,0.0,0
2014-12-27,80,67,0.00,0.0,0
2014-12-28,81,64,0.00,0.0,0
2014-12-29,81,64,0.00,0.0,0
2014-12-30,81,66,0.00,0.0,0
2014-12-31,79,68,0.00,0.0,0
2015-01-01,81,68,0.00,0.0,0
2015-01-02,84,67,0.00,0.0,0
2015-01-03,85,69,0.00,0.0,0
2015-01-04,84,68,0.00,0.0,0
2015-01-05,82,67,T,0.0,0
2015-01-06,82,60,0.00,0.0,0
2015-01-07,75,59,0.00,0.0,0
2015-01-08,68,48,0.00,0.0,0
2015-01-09,74,54,0.00,0.0,0
2015-01-10,75,53,0.00,0.0,0
2015-01-11,84,59,0.09,0.0,0
2015-01-12,80,67,0.01,0.0,0
2015-01-13,84,63,T,0.0,0
2015-01-14,74,66,0.00,0.0,0
2015-01-15,71,63,0.00,0.0,0
2015-01-16,73,56,T,0.0,0
2015-01-17,77,50,0.00,0.0,0
2015-01-18,74,60,0.00,0.0,0
2015-01-19,73,50,0.00,0.0,0
2015-01-20,71,58,T,0.0,0
2015-01-21,79,61,0.00,0.0,0
2015-01-22,82,62,0.00,0.0,0
2015-01-23,80,66,0.00,0.0,0
2015-01-24,74,58,T,0.0,0
2015-01-25,67,48,0.00,0.0,0
2015-01-26,72,57,T,0.0,0
2015-01-27,67,55,0.00,0.0,0
2015-01-28,68,50,0.00,0.0,0
2015-01-29,76,49,0.00,0.0,0
2015-01-30,71,49,0.00,0.0,0
2015-01-31,77,52,0.00,0.0,0
2015-02-01,79,52,0.00,0.0,0
2015-02-02,77,61,T,0.0,0
2015-02-03,77,51,0.00,0.0,0
2015-02-04,82,56,0.00,0.0,0
2015-02-05,72,59,1.11,0.0,0
2015-02-06,75,54,0.00,0.0,0
2015-02-07,76,53,0.00,0.0,0
2015-02-08,77,54,0.00,0.0,0
2015-02-09,76,61,0.11,0.0,0
2015-02-10,69,55,0.00,0.0,0
2015-02-11,67,51,0.00,0.0,0
2015-02-12,67,48,0.00,0.0,0
2015-02-13,68,48,0.00,0.0,0
2015-02-14,63,42,0.00,0.0,0
2015-02-15,70,50,0.00,0.0,0
2015-02-16,78,51,0.00,0.0,0
2015-02-17,77,61,T,0.0,0
2015-02-18,66,51,0.13,0.0,0
2015-02-19,58,44,0.00,0.0,0
2015-02-20,66,36,0.00,0.0,0
2015-02-21,78,45,0.00,0.0,0
2015-02-22,82,61,0.00,0.0,0
2015-02-23,80,63,0.00,0.0,0
2015-02-24,76,63,0.00,0.0,0
2015-02-25,81,63,0.00,0.0,0
2015-02-26,76,66,T,0.0,0
2015-02-27,67,59,0.00,0.0,0
2015-02-28,86,60,0.19,0.0,0
2015-03-01,84,69,0.17,0.0,0
2015-03-02,85,66,0.00,0.0,0
2015-03-03,87,64,0.00,0.0,0
2015-03-04,86,67,0.00,0.0,0
2015-03-05,84,68,0.00,0.0,0
2015-03-06,81,67,0.00,0.0,0
2015-03-07,81,61,0.00,0.0,0
2015-03-08,82,65,0.00,0.0,0
2015-03-09,86,64,0.00,0.0,0
2015-03-10,88,68,0.00,0.0,0
2015-03-11,88,72,0.11,0.0,0
2015-03-12,90,71,0.00,0.0,0
2015-03-13,89,70,0.00,0.0,0
2015-03-14,87,69,0.00,0.0,0
2015-03-15,85,67,0.00,0.0,0
2015-03-16,86,68,0.00,0.0,0
2015-03-17,81,66,0.00,0.0,0
